ID,item_cnt_month
0,1.86804390156
1,0.0
2,1.20825375206
3,0.716634728596
4,0.0
5,0.0
6,0.235669918322
7,0.0
8,0.0
9,0.0
10,5.59689592828
11,0.0
12,0.36319392938
13,2.43368622619
14,0.0504260571607
15,0.0
16,0.0
17,0.117476158794
18,4.47103738424
19,0.241234733153
20,0.0
21,0.0
22,2.71591473345
23,2.64241215221
24,3.2370756458
25,0.0
26,0.0
27,4.25726764319
28,0.0
29,7.06135102132
30,2.62928334224
31,0.0
32,2.5139467317
33,4.29818319646
34,0.0
35,0.0
36,0.118812693002
37,1.49005151523
38,0.0
39,0.0
40,0.0
41,0.0
42,5.014650553
43,13.6604615339
44,0.123160645019
45,0.0
46,3.08627456582
47,0.751932136326
48,1.09173056934
49,1.86146720478
50,6.44268229142
51,0.0
52,0.0720225842858
53,0.721071639214
54,20.0
55,0.0
56,5.64816642829
57,7.75307578049
58,0.223590488242
59,0.0
60,2.89221062599
61,0.929439903934
62,0.495300783733
63,0.094713413935
64,0.0
65,0.0
66,0.0
67,0.0
68,0.123160645019
69,0.0
70,0.0
71,2.90026357938
72,0.608650076029
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,2.30125439666
79,0.0
80,2.89457743684
81,13.2756173337
82,3.94969574376
83,1.3628375984
84,0.0177110471222
85,0.0
86,6.03854430171
87,0.0
88,20.0
89,11.5501265053
90,3.77145360634
91,0.534420198457
92,6.41462255438
93,0.716634728596
94,0.0
95,0.0
96,0.0
97,0.298748704651
98,1.27451062901
99,0.113896521912
100,0.0
101,1.12588104369
102,1.99034859003
103,0.534420198457
104,0.0
105,0.0
106,0.0
107,9.69047237499
108,0.308305301751
109,0.0
110,1.42418697052
111,0.0
112,0.0
113,0.0
114,2.90652570118
115,0.575971233953
116,0.0
117,0.2792853699
118,20.0
119,0.0
120,0.0797581885053
121,0.0691734729301
122,0.0346185144629
123,2.09991842738
124,3.0652917996
125,3.29052003401
126,0.0
127,0.0
128,0.0
129,0.0
130,0.534420198457
131,0.0
132,0.534420198457
133,4.67464611507
134,0.0
135,0.534420198457
136,0.0
137,0.0
138,2.75159059338
139,0.0
140,2.35149741777
141,2.0817709492
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
