ID,ACTION
1,0.829858818248
2,0.919854586304
3,0.975486628615
4,0.975306189601
5,0.976480097402
6,0.975879366677
7,0.884633993312
8,0.976589779582
9,0.845636713386
10,0.972856798826
11,0.973270164805
12,0.973695931228
13,0.974268351797
14,0.944051697779
15,0.96973989676
16,0.94507426993
17,0.861508479437
18,0.944706895099
19,0.976021150499
20,0.975462215932
21,0.976396166606
22,0.974886915107
23,0.969056363007
24,0.971791186499
25,0.975377867068
26,0.954023691048
27,0.975663929681
28,0.942609054716
29,0.974334922676
30,0.958405891918
31,0.974943754911
32,0.97439920581
33,0.974363441158
34,0.975942350036
35,0.974649681228
36,0.973687019004
37,0.975860957902
38,0.976427017992
39,0.973478000726
40,0.972684614435
41,0.97021471784
42,0.974602315471
43,0.976113430762
44,0.975520860306
45,0.975581336677
46,0.973168782409
47,0.976279889007
48,0.973930419614
49,0.976608366395
50,0.975656876565
51,0.975072674844
52,0.975418206002
53,0.964034888459
54,0.975937675928
55,0.973616887852
56,0.97502488635
57,0.974729894896
58,0.976323690077
59,0.975522629416
60,0.974487627952
61,0.974482608271
62,0.97586141661
63,0.973370620362
64,0.976061399034
65,0.976392021864
66,0.974866605212
67,0.958719346696
68,0.976274228744
69,0.973070957939
70,0.310656316947
71,0.972733272215
72,0.976026847737
73,0.97567752837
74,0.975812366661
75,0.97555638789
76,0.976304924546
77,0.976450237548
78,0.937047528159
79,0.79981091792
80,0.976206093261
81,0.976370808194
82,0.97508359211
83,0.973291637385
84,0.975044676198
85,0.972150787481
86,0.973180340667
87,0.972013112828
88,0.976081952026
89,0.975829908209
90,0.893836196711
91,0.962149146321
92,0.971564741948
93,0.975762011644
94,0.97279663041
95,0.975561208098
96,0.975681612676
97,0.137302116629
98,0.976055539595
99,0.975373949409
100,0.976075271999
101,0.96138602447
102,0.528497595976
103,0.974986280645
104,0.974999587921
105,0.498504337084
106,0.975939468974
107,0.976503027789
108,0.970361268294
109,0.975717177172
110,0.974337244737
111,0.92586600293
112,0.972076299737
113,0.971405999781
114,0.975634578571
115,0.973535436527
116,0.972870855474
117,0.974668900315
118,0.971374596181
119,0.976472625105
120,0.975960480696
121,0.789196296161
122,0.974976772624
123,0.954357046838
124,0.975938256451
125,0.974554903514
126,0.963684378229
127,0.944223168975
128,0.973231084356
129,0.942792854113
130,0.973922870037
131,0.976255942078
132,0.975971315899
133,0.973445609206
134,0.959996312991
135,0.976060095004
136,0.968506456691
137,0.976052324696
138,0.971262730667
139,0.969790296782
140,0.976193164928
141,0.976122408352
142,0.971293060377
143,0.975701267263
144,0.976165817866
145,0.976422058722
146,0.835845592672
147,0.895142012068
148,0.962208158175
149,0.976434004913
150,0.974784806872
151,0.976161643548
152,0.691137082514
153,0.975342695309
154,0.96917330831
155,0.973881871185
156,0.97216358005
157,0.974678635049
158,0.975079122755
159,0.924714934823
160,0.969609468135
161,0.954823813392
162,0.975710386799
163,0.976446844883
164,0.972635246855
165,0.974478720526
166,0.976479963048
167,0.957436877639
168,0.974391956885
169,0.974978306881
170,0.975832958972
171,0.975980436462
172,0.974137842249
173,0.976095802405
174,0.963320284023
175,0.973801119505
176,0.976291686369
177,0.971662215064
178,0.975241956784
179,0.976377592757
180,0.942862557816
181,0.5378532771
182,0.972881871173
183,0.974910819788
184,0.960253362613
185,0.974758145891
186,0.971369190628
187,0.975586328486
188,0.976013455793
189,0.683780256753
190,0.974982088224
191,0.976370248537
192,0.975352202834
193,0.976418122734
194,0.975965205739
195,0.97588247813
196,0.976130774763
197,0.918191214494
198,0.972676516263
199,0.97496800743
200,0.541905116379
201,0.973851802684
202,0.973214288134
203,0.966890227181
204,0.960248676584
205,0.975937461283
206,0.975925133291
207,0.975426644642
208,0.974001914023
209,0.860654820119
210,0.974013100107
211,0.973753067738
212,0.962422067407
213,0.976257625287
214,0.971999698869
215,0.974634678366
216,0.970535287139
217,0.969825272093
218,0.975798920498
219,0.975898092051
220,0.970071510692
221,0.571623206437
222,0.976458868693
223,0.976241495989
224,0.974668961334
225,0.973501025351
226,0.894681494538
227,0.966646655472
228,0.974609943186
229,0.976292197495
230,0.97569816944
231,0.973786946639
232,0.951002878088
233,0.967785947885
234,0.669323327581
235,0.936027530788
236,0.9688551754
237,0.973284247971
238,0.959301089555
239,0.951600384238
240,0.975984079521
241,0.975205947918
242,0.913842273031
243,0.145068660042
244,0.944860645041
245,0.974564488648
246,0.976369578215
247,0.97380251641
248,0.962778067061
249,0.975791856553
250,0.975939150782
251,0.976119466129
252,0.95165998849
253,0.976230842576
254,0.97651770071
255,0.976296130328
256,0.972515049528
257,0.971944152403
258,0.967356428924
259,0.968506348609
260,0.976503003662
261,0.97525567705
262,0.943598721275
263,0.976314923247
264,0.976387511544
265,0.975866456196
266,0.97438800254
267,0.97361117888
268,0.975364897559
269,0.975762395726
270,0.975422890511
271,0.975423612048
272,0.968041540502
273,0.975505978931
274,0.583584162185
275,0.975809994827
276,0.933625420208
277,0.975936043474
278,0.976261180657
279,0.975879531179
280,0.967963893416
281,0.976457713161
282,0.976293523811
283,0.738139163871
284,0.969924376825
285,0.973576353867
286,0.963272798312
287,0.976471683012
288,0.974615097889
289,0.975127508166
290,0.975570806608
291,0.75928889269
292,0.965888972536
293,0.97592112283
294,0.973232905669
295,0.976261864158
296,0.739532165788
297,0.125260390219
298,0.976451410122
299,0.925101063706
300,0.975685858441
301,0.962864439459
302,0.975939122813
303,0.911440675541
304,0.965019666442
305,0.974885838679
306,0.975213871547
307,0.970890512202
308,0.976462101948
309,0.967758698448
310,0.974076370531
311,0.97641584051
312,0.975732524965
313,0.974735801256
314,0.975738979513
315,0.976364396771
316,0.975846610746
317,0.946491897774
318,0.975410175207
319,0.925818725747
320,0.976065615188
321,0.974870147285
322,0.144532698001
323,0.976472517061
324,0.974716360691
325,0.937555004323
326,0.912089305891
327,0.974828847822
328,0.976343718628
329,0.975644844273
330,0.975627547212
331,0.975093335731
332,0.971349178686
333,0.975551152135
334,0.959615384746
335,0.975171649118
336,0.972774177528
337,0.975199810115
338,0.975733207386
339,0.973873723391
340,0.974652310999
341,0.976183197338
342,0.974678027537
343,0.9621330404
344,0.976101578874
345,0.965439989995
346,0.975870471047
347,0.969562222203
348,0.973425045631
349,0.976342833747
350,0.73356136467
351,0.972299577648
352,0.976470338251
353,0.97356146151
354,0.517533855242
355,0.974709988925
356,0.976100588664
357,0.974146231667
358,0.975332366823
359,0.972909738375
360,0.517136080329
361,0.971386494963
362,0.976331136933
363,0.974582003573
364,0.909996605195
365,0.976284580058
366,0.976409117596
367,0.975818197845
368,0.976212277547
369,0.974489286592
370,0.975344170039
371,0.973544044196
372,0.920165432054
373,0.946045126452
374,0.186168498886
375,0.967218649898
376,0.975898015163
377,0.616523450042
378,0.974340548423
379,0.976152591917
380,0.834311690272
381,0.956845940943
382,0.97404585134
383,0.976530270822
384,0.972988778464
385,0.974569579847
386,0.971394792114
387,0.759844197193
388,0.94084807218
389,0.973810446189
390,0.975249910501
391,0.905399928865
392,0.976048211948
393,0.974228948361
